id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_category
27624476,spacious harlem room,26185286,silvia,manhattan,harlem,40.82923,-73.93764,private room,120,3,22,2019-06-28,2.1,1,10,Medium
27627991,cozy clean studio apartment in luxury building,208485817,canet,brooklyn,bushwick,40.69616,-73.92905,entire home/apt,160,5,0,,0.0,1,0,Medium
27628195,cozy/spacious master bedroom apt-20min to manhattn,144699715,shinhee,brooklyn,bedford-stuyvesant,40.69442,-73.95144,entire home/apt,60,4,1,2018-11-25,0.13,1,0,Budget
27628302,beach oasis and nyc only 45 minutes away!,83203036,flo,queens,arverne,40.58845,-73.80015,entire home/apt,130,2,0,,0.0,1,215,Medium
27628465,lovely studio in brooklyn with rooftop & garden,208488535,mehdi,brooklyn,bedford-stuyvesant,40.68152,-73.94389,entire home/apt,150,4,7,2019-05-27,0.65,1,0,Medium
27628480,great room#1,208136645,andre,brooklyn,prospect-lefferts gardens,40.65591,-73.94352,private room,49,2,9,2019-06-02,0.83,4,132,Budget
27628754,nyc entire 2 bd apartment 15 min to manhattan,68907781,dafni,queens,astoria,40.76892,-73.92919,entire home/apt,120,1,5,2019-05-27,0.52,3,0,Medium
27629538,artsy 1 bedroom apartment steps to subway,2886359,david,brooklyn,bedford-stuyvesant,40.67864,-73.91546,entire home/apt,100,1,5,2019-05-04,0.63,2,0,Medium
27630335,brooklyn bed stuyvesant private home,67987135,siyi,brooklyn,bedford-stuyvesant,40.691,-73.93837,entire home/apt,139,1,10,2019-06-08,0.94,9,20,Medium
27630572,upper west side studio,44034761,matt,manhattan,upper west side,40.77979,-73.98513,entire home/apt,135,1,0,,0.0,2,93,Medium
27632141,"cozy bk home,near jmz lines,15-25 min to manhattan",70997341,kriti,brooklyn,bushwick,40.69768,-73.93511,private room,59,2,26,2019-06-18,2.39,1,0,Budget
27632496,in a heart of queens /// queen size room ///,181885938,ismael,queens,elmhurst,40.73394,-73.87207,private room,60,2,11,2019-05-31,1.05,2,318,Budget
27633968,lower east side oasis,12970838,vanja,manhattan,lower east side,40.72159,-73.98959,entire home/apt,197,5,1,2018-12-04,0.14,1,12,Medium
27633987,one bedroom apt in a brownstone - manhattan,208531763,féven,manhattan,harlem,40.81915,-73.9425,entire home/apt,112,4,9,2019-06-22,1.04,1,89,Medium
27635012,east village duplex with private roof access!,26825592,jeff,manhattan,east village,40.73028,-73.98165,entire home/apt,140,2,19,2019-06-02,1.76,1,18,Medium
27636227,astoria artist abode,20267436,joe,queens,ditmars steinway,40.77516,-73.90558,private room,125,1,0,,0.0,1,363,Medium
27636889,pure luxury one bdrm + sofa bed on central park,5790236,clay,manhattan,upper west side,40.78837,-73.96821,entire home/apt,245,2,33,2019-06-25,3.14,2,262,Medium
27637065,"airy, modern apartment in a brooklyn brownstone",13462855,travis,brooklyn,bedford-stuyvesant,40.68175,-73.93966,entire home/apt,175,4,6,2019-04-01,0.58,2,1,Medium
27637220,best of bk 20min to manhtn & 5min to williamsburg,55170899,ana,brooklyn,greenpoint,40.72586,-73.94547,entire home/apt,199,2,14,2019-05-28,1.28,1,250,Medium
27637755,unfinished basement unit under private house,64450303,elizabeth,brooklyn,flatlands,40.62776,-73.94137,entire home/apt,65,2,97,2019-07-08,8.87,2,7,Budget
27638014,beach bungalo steps to bay bike to beach. rockaway,23299832,jodi,queens,arverne,40.59787,-73.79759,entire home/apt,250,1,0,,0.0,1,90,Luxury
27638567,beautiful home,208574990,hattie,bronx,unionport,40.82972,-73.84957,private room,60,1,0,,0.0,1,268,Budget
27639125,⭐⭐⭐sleeps 10! rare 4 bedroom apt close to nyc,208580991,sophie,queens,elmhurst,40.73224,-73.87534,entire home/apt,229,2,37,2019-04-22,3.58,1,0,Medium
27639832,welcome to historic harlem!,45835291,shareef,manhattan,harlem,40.82424,-73.9554,private room,70,7,49,2019-06-29,4.55,6,22,Budget
27649154,"*luxury 1 br w/ your own bathroom, steps to subway",93153006,lili,brooklyn,bushwick,40.69399,-73.92472,private room,88,7,21,2019-06-21,1.91,1,54,Budget
27649404,charming private room,208634617,anne& peter,brooklyn,bedford-stuyvesant,40.69339,-73.93971,private room,55,2,41,2019-06-16,3.73,3,358,Budget
27649901,beautiful private room in bk,208634617,anne& peter,brooklyn,bedford-stuyvesant,40.69197,-73.94052,private room,55,2,27,2019-06-23,2.47,3,346,Budget
27650083,excellent brooklyn private room,208634617,anne& peter,brooklyn,bedford-stuyvesant,40.69197,-73.93872,private room,55,2,27,2019-06-11,2.46,3,351,Budget
27650553,cosy bedroom in bushwick close to l&m train,7780845,liset,brooklyn,bushwick,40.70133,-73.91726,private room,65,2,3,2019-06-23,0.28,3,28,Budget
27652402,**excellent private room w/comfy bed**,38123545,daisy,brooklyn,bedford-stuyvesant,40.6912,-73.9394,private room,52,2,25,2019-06-24,2.31,2,328,Budget
27653212,**great budget private room**,38123545,daisy,brooklyn,bedford-stuyvesant,40.69015,-73.94075,private room,55,2,24,2019-06-24,2.32,2,347,Budget
27653304,artist loft,46176891,ekin,brooklyn,williamsburg,40.70601,-73.92825,entire home/apt,160,2,0,,0.0,1,0,Medium
27654484,greenpoint williamsburg jewel for 6,89031106,edyta,brooklyn,greenpoint,40.72409,-73.95039,entire home/apt,125,5,5,2019-05-30,1.17,4,68,Medium
27654829,spacious union square / greenwich village home,113697596,mitchell,manhattan,chelsea,40.73639,-73.99318,private room,200,4,13,2019-05-20,1.23,1,172,Medium
27656004,cozy brooklyn apartment,45675260,victoria,brooklyn,bushwick,40.69632,-73.9193,private room,65,3,5,2018-09-21,0.46,2,0,Budget
27656104,charming bedroom w private bathroom,126119576,petr,brooklyn,williamsburg,40.71015,-73.94654,private room,85,4,1,2018-09-13,0.1,2,0,Budget
27656768,central park north room,194843581,hongzhi,manhattan,upper west side,40.80116,-73.96088,private room,69,2,10,2019-04-07,0.91,4,0,Budget
27657263,private room in spacious apartment,45675260,victoria,brooklyn,bushwick,40.69792,-73.91886,private room,65,3,5,2019-01-02,0.48,2,6,Budget
27657926,cozy one bdr apt.. minutes away from times square!,21785798,donald,manhattan,harlem,40.81493,-73.93953,entire home/apt,175,5,1,2018-10-06,0.11,1,89,Medium
27658108,"cozy, artistic studio in the heart of bushwick",126024716,alicia,brooklyn,bushwick,40.7044,-73.92111,entire home/apt,100,3,6,2018-12-29,0.55,1,0,Medium
27658203,sunny room in sunset park industry city brooklyn,195517789,patricia,brooklyn,sunset park,40.65092,-74.00489,private room,50,3,39,2019-07-02,3.79,2,300,Budget
27659540,one bedroom in gramercy,21923346,john,manhattan,east village,40.73215,-73.9866,entire home/apt,225,2,6,2019-01-23,0.57,1,87,Medium
27659585,spacious and modern 1 bed apt. in luxury bldg,45336046,edwin,manhattan,harlem,40.8154,-73.94677,entire home/apt,175,2,1,2018-08-25,0.09,1,14,Medium
27660427,fordham deluxe,199070207,oscar,bronx,kingsbridge,40.863,-73.90661,private room,80,3,24,2019-06-23,2.91,2,72,Budget
27661175,vibrant neighborhood & convenient location 2br,67987135,siyi,brooklyn,bedford-stuyvesant,40.69236,-73.93759,entire home/apt,155,1,17,2019-05-26,1.65,9,118,Medium
27662837,single room w/ attached bath in heart of flushing,205745676,liqin,queens,flushing,40.75732,-73.82075,private room,75,1,25,2019-06-29,2.31,9,360,Budget
27663407,reader’s nook,23884430,yuting,brooklyn,bushwick,40.69372,-73.92801,private room,55,1,47,2019-07-07,4.31,3,0,Budget
27663483,lux apartment across hudson river - city view,77829151,cal,manhattan,hell's kitchen,40.76164,-73.99804,entire home/apt,239,4,2,2019-01-02,0.21,1,0,Medium
27670819,"large br in beautiful 2br artist loft, best of nyc",112545065,diana,brooklyn,bushwick,40.69898,-73.92266,private room,50,7,1,2019-05-24,0.65,2,55,Budget
27672277,"bay ridge, vista place",208856601,mason,brooklyn,bay ridge,40.63368,-74.01956,entire home/apt,300,3,8,2019-06-25,0.83,1,125,Luxury
27672939,lovely garden level apartment brooklyn brownstone,22622958,wayne,brooklyn,park slope,40.67889,-73.97813,entire home/apt,285,2,25,2019-07-01,2.35,2,36,Luxury
27673543,plush apartment with high ceilings!,124743046,mark,brooklyn,bedford-stuyvesant,40.69155,-73.95714,entire home/apt,250,4,36,2019-07-02,3.34,3,202,Luxury
27675041,"brooklyn, bedstuy, crown heights private room",208882093,devaughn,brooklyn,crown heights,40.67522,-73.91938,private room,85,1,1,2018-12-21,0.15,1,65,Budget
27675173,"beautiful, converted multi-unit building",18763685,sabina,manhattan,east village,40.7309,-73.98671,entire home/apt,330,2,8,2019-07-02,0.74,1,5,Luxury
27676268,large room w/ attached bath in heart of flushing,205745676,liqin,queens,flushing,40.75828,-73.82145,private room,85,1,31,2019-06-14,2.81,9,337,Budget
27677746,private floor / bedroom/ bathroom + terrace!,3598079,kristina,manhattan,midtown,40.75453,-73.96841,private room,120,1,12,2019-06-05,1.11,1,0,Medium
27677869,stay comfortably with us. you'll be back again....,208906697,maxime,bronx,longwood,40.82248,-73.89915,private room,50,1,13,2019-05-29,1.26,1,280,Budget
27677962,cozy 1br apartment in williamsburg,115154494,joseph,brooklyn,williamsburg,40.71727,-73.94821,entire home/apt,150,3,6,2019-01-01,0.61,1,0,Medium
27678012,"private room in prime williamsburg, brooklyn",56546581,moné,brooklyn,williamsburg,40.71877,-73.96093,private room,63,10,2,2019-03-30,0.52,1,0,Budget
27678171,~*plant haven*~ private room -charming garden apt,94390487,samantha,brooklyn,bedford-stuyvesant,40.68592,-73.93117,private room,85,3,11,2019-05-27,1.04,1,170,Budget
27678259,studio apartment in queens,208911587,mari,queens,springfield gardens,40.66448,-73.76479,entire home/apt,85,3,33,2019-06-16,3.07,1,44,Budget
27678634,brooklyn chill & explore,105828180,guy,brooklyn,crown heights,40.66872,-73.95343,private room,43,2,57,2019-06-28,5.52,3,81,Budget
27680233,"cute room in boho nyc apt: quiet, close to trains!",183330366,max & katie,manhattan,little italy,40.71714,-73.99815,private room,80,2,65,2019-07-05,6.35,1,12,Budget
27681015,amazing 3br/2bath apt in the coolest brooklyn spot,118226205,sahar,brooklyn,williamsburg,40.71582,-73.94191,entire home/apt,172,3,32,2019-06-13,3.12,3,78,Medium
27681497,private top-floor in historic brooklyn brownstone,38956453,paula and jorge,brooklyn,bedford-stuyvesant,40.6844,-73.9358,entire home/apt,125,2,51,2019-07-01,5.03,1,89,Medium
27681710,"private room w/ private bathroom, shower, balcony",208260240,stan,brooklyn,brighton beach,40.58087,-73.95974,private room,45,1,1,2019-07-07,1.0,1,39,Budget
27681714,"studio in our home jamaica, queens 17min jfk",208946050,daphnee/allan,queens,jamaica,40.69576,-73.78867,entire home/apt,54,2,45,2019-06-21,4.18,1,12,Budget
27681899,cozy one bedroom manhattan apartment with office,128610997,zani,manhattan,harlem,40.82663,-73.94108,entire home/apt,170,3,3,2018-12-08,0.28,2,180,Medium
27682748,child friendly cat lovers apartment,3800338,marie,brooklyn,flatbush,40.64599,-73.95986,private room,50,2,2,2019-07-01,2.0,1,77,Budget
27682933,best deal in brooklyn bedroom with own bathroom,208955733,candace,brooklyn,east flatbush,40.65625,-73.9218,private room,80,1,77,2019-07-01,7.0,4,345,Budget
27684910,new york single family home,85113502,sheldon,queens,st. albans,40.70245,-73.76925,private room,55,1,0,,0.0,1,8,Budget
27689960,cozy room in a brooklyn apartment,4415812,stephanie,brooklyn,flatbush,40.64011,-73.95773,private room,45,4,24,2019-06-21,2.44,1,4,Budget
27692424,charming and unique studio at toplocation,52363997,julie,manhattan,upper east side,40.76066,-73.96397,entire home/apt,150,1,2,2019-07-01,2.0,1,0,Medium
27693410,princess palace purple,44469259,layla,brooklyn,bedford-stuyvesant,40.69309,-73.93051,private room,37,2,44,2019-04-27,4.04,2,1,Budget
27693532,light one bedroom apartment in soho!,1423082,alice,manhattan,nolita,40.72265,-73.99458,entire home/apt,150,2,26,2019-05-27,2.41,1,0,Medium
27693980,excellent room 20 minutes from manhattan by train,175182004,miguel,queens,ditmars steinway,40.77668,-73.90668,private room,60,1,3,2018-12-28,0.45,1,40,Budget
27694474,studio. cozy. private. sunny. sparkling clean.,38272413,vasily,brooklyn,midwood,40.61358,-73.95484,entire home/apt,71,2,3,2018-09-23,0.28,2,0,Budget
27694593,new york  east village artsy apartment,15537429,walid,manhattan,east village,40.72658,-73.97753,entire home/apt,158,2,21,2019-07-02,3.07,3,18,Medium
27695133,smart home in the heart of harlem,102332204,theodora,manhattan,harlem,40.81658,-73.93994,entire home/apt,150,2,11,2019-06-20,2.92,1,38,Medium
27695485,the woodside story- private bathroom (1),158407820,omar,queens,woodside,40.75398,-73.90084,private room,58,2,32,2019-06-24,2.96,5,88,Budget
27695755,7mins to subway-28 mins manhattan (3),158407820,omar,queens,woodside,40.75375,-73.90037,private room,57,2,21,2019-06-02,1.94,5,125,Budget
27696495,sunny mega happy kings room,53127489,will,queens,ridgewood,40.70609,-73.90592,private room,65,2,0,,0.0,2,0,Budget
27697082,manhattan white room. walk to central park,98260543,ley,manhattan,upper east side,40.76988,-73.95352,private room,155,1,13,2019-06-12,1.25,3,312,Medium
27697284,cozy spacious loft convenient to city,875439,sami,queens,jackson heights,40.74997,-73.87851,entire home/apt,185,3,25,2019-07-02,3.21,1,55,Medium
27697402,sunny and bright room,21020951,claudina,brooklyn,bedford-stuyvesant,40.69321,-73.93686,private room,86,2,2,2019-05-18,0.97,5,342,Budget
27699052,cozy brooklyn room with private bathroom,8855004,peach,brooklyn,bedford-stuyvesant,40.68891,-73.95164,private room,65,1,1,2018-08-20,0.09,1,0,Budget
27700332,fam-friendly brooklyn brownstone w. vintage charm,2362991,ashley,brooklyn,bedford-stuyvesant,40.68398,-73.93464,entire home/apt,139,2,6,2019-06-27,2.02,1,0,Medium
27700366,huge apartment midtown manhattan empire state bldg,89332421,mohit,manhattan,kips bay,40.74462,-73.97838,entire home/apt,187,3,4,2019-03-25,0.53,1,0,Medium
27700747,beach-side basement media room,145245549,dawid,staten island,new dorp beach,40.56629,-74.10331,private room,36,2,18,2019-06-07,1.67,1,178,Budget
27701535,place for sleeping and exploring nyc,209121939,linda,manhattan,harlem,40.82005,-73.93949,private room,65,1,21,2019-06-17,1.94,2,58,Budget
27703016,new york apartment,157209452,mansi,manhattan,nolita,40.72194,-73.99557,private room,120,1,9,2018-10-20,0.85,1,179,Medium
27703561,both world getting to the city and safe place,15486514,nathan,bronx,parkchester,40.8358,-73.85833,shared room,65,2,4,2018-11-25,0.39,2,0,Budget
27703578,"charming chelsea bungalow w/
large outdoor terrace",1008066,francesca,manhattan,chelsea,40.74557,-73.99871,entire home/apt,250,2,14,2019-05-26,1.51,1,28,Luxury
27703666,sunny large 1br w/balcony,27610676,richard,queens,bayside,40.76189,-73.77349,entire home/apt,120,2,7,2019-07-05,0.9,1,41,Medium
27703756,gorgeous 3br home bear jfk & only 25min to nyc,32126880,bryant,queens,laurelton,40.67563,-73.74713,entire home/apt,175,2,6,2019-06-15,0.97,2,317,Medium
27703757,beautiful 4 bdrm home - 25 min from manhattan,32126880,bryant,queens,laurelton,40.67525,-73.74625,entire home/apt,200,2,6,2019-06-24,0.92,2,321,Medium
27703859,"chic, spacious upper west side studio",92509169,abbey,manhattan,upper west side,40.78348,-73.98383,entire home/apt,148,2,18,2019-06-21,1.74,1,1,Medium
27703865,brooklyn private apartment,209147067,maria,brooklyn,borough park,40.6448,-73.99524,entire home/apt,120,2,5,2019-01-04,0.52,1,3,Medium
27704612,beautiful historic townhouse w/ backyard(duplex),1213248,laurence,manhattan,harlem,40.80722,-73.9491,entire home/apt,159,3,31,2019-07-03,3.07,1,358,Medium
27704712,spacious 2br with private patio in lower east side,9793059,adam,manhattan,lower east side,40.71586,-73.98908,entire home/apt,200,4,16,2019-05-18,1.46,1,56,Medium
27705293,studio apartment in historic sugar hill townhouse,12104046,paula,manhattan,harlem,40.82862,-73.93832,entire home/apt,85,2,23,2019-07-01,2.24,2,16,Budget
27706017,beautiful room in a newly renovated apartment!,47023469,olga,manhattan,upper west side,40.7956,-73.97219,private room,90,1,31,2019-06-24,3.0,3,112,Budget
27706098,williamsburg studio- steps away from lorimer l,3550181,emily,brooklyn,williamsburg,40.71094,-73.95026,entire home/apt,104,2,20,2019-06-06,2.0,1,0,Medium
27706786,room with a view,208775804,anny,bronx,kingsbridge,40.88354,-73.89061,private room,85,3,0,,0.0,1,89,Budget
27706929,"comfy, beautiful apt with breakfast included",207381668,deborah/aston,brooklyn,east new york,40.67661,-73.87488,entire home/apt,125,2,43,2019-07-05,4.13,1,95,Medium
27707196,harlem gem,12672916,erica,manhattan,east harlem,40.80147,-73.94432,entire home/apt,275,3,2,2018-12-10,0.19,1,0,Luxury
27707814,great room great price,152484079,carmen,staten island,port richmond,40.63577,-74.13113,private room,46,1,17,2018-12-15,1.55,1,0,Budget
27710264,cozy brooklyn apartment,209202426,ace,brooklyn,bushwick,40.7015,-73.93566,entire home/apt,80,7,5,2018-10-31,0.53,1,0,Budget
27712922,bay ridge bklyn entire spacious basement apartment,69476664,alkhadher,brooklyn,bay ridge,40.63895,-74.02599,entire home/apt,136,2,24,2019-07-05,2.26,1,130,Medium
27714862,newly renovated brooklyn brownstone - private,5354200,chantal,brooklyn,bedford-stuyvesant,40.68737,-73.93478,entire home/apt,125,1,68,2019-07-03,6.26,1,261,Medium
27717773,bushwick retreat (for dog lovers only),15413542,nada,brooklyn,bushwick,40.69098,-73.92128,private room,85,1,14,2019-06-30,1.38,1,81,Budget
27720812,gorgeous 1 bedroom on the park,4367464,woods,brooklyn,fort greene,40.69028,-73.97484,entire home/apt,175,3,16,2019-06-24,1.63,1,0,Medium
27723810,sunny room with roof deck in brooklyn,9503685,aaron,brooklyn,bedford-stuyvesant,40.69199,-73.9435,private room,95,2,2,2018-09-09,0.19,2,0,Budget
27724217,warm and friendly bronx home,209306758,harriet,bronx,baychester,40.87886,-73.84301,private room,69,3,9,2019-06-11,0.87,2,311,Budget
27724572,best apt in queens! 3 people! metro and everything,67801150,qiongyao,queens,elmhurst,40.73543,-73.87522,private room,89,1,2,2018-08-25,0.18,1,33,Budget
27725029,park avenue haven,14760734,anna,manhattan,east harlem,40.78954,-73.95076,private room,110,1,35,2019-07-05,3.9,1,90,Medium
27725844,beautiful new apartment located in bushwick,106647991,manon,brooklyn,bushwick,40.70398,-73.92168,private room,52,7,3,2018-10-08,0.29,1,0,Budget
27727321,simplicity,209332627,adriana,manhattan,washington heights,40.85711,-73.93004,private room,75,2,4,2019-06-15,1.67,2,58,Budget
27727442,williamsburg proper,9761047,anika,brooklyn,williamsburg,40.71532,-73.96209,private room,60,3,29,2019-06-28,3.19,3,61,Budget
27728631,spacious & cozy 1br opposite prospect park lake,97012192,sultan,brooklyn,prospect-lefferts gardens,40.65661,-73.96065,entire home/apt,100,2,6,2019-04-21,0.58,1,0,Medium
27729476,spacious bedroom suite in brooklyn brownstone,209350565,jeff,brooklyn,crown heights,40.67754,-73.94824,private room,90,1,52,2019-06-15,4.92,1,0,Budget
27730153,"entire 1br apt, spacious, light, 10 mins to lga",187731563,sean,queens,astoria,40.76969,-73.92197,entire home/apt,170,2,11,2018-12-16,1.07,1,0,Medium
27730191,"stylish, artsy & comfortable stay near the ocean.",32215382,polina,brooklyn,sheepshead bay,40.59446,-73.94289,entire home/apt,105,2,1,2019-05-20,0.59,1,36,Medium
27730757,charm & style galore in boerum hill 2br duplex,7087709,theresa,brooklyn,boerum hill,40.68783,-73.98695,entire home/apt,295,2,31,2019-07-02,2.99,1,25,Luxury
27730786,bedroom in luxury waterfront apt with views & pool,6584607,henry,brooklyn,williamsburg,40.71739,-73.96244,private room,98,1,33,2019-06-21,3.24,2,11,Budget
27731269,"be our guest! live, love bed-stuy",126501524,jaran,brooklyn,bedford-stuyvesant,40.68387,-73.94162,entire home/apt,150,3,44,2019-07-06,4.14,3,252,Medium
27732417,"brooklyn /private bedroom & bathroom,  3 guests",209374833,candia,brooklyn,crown heights,40.66678,-73.96148,private room,99,3,19,2019-07-05,4.96,2,41,Budget
27732746,entire apartment in the heart of west village,125177157,josue,manhattan,west village,40.73397,-74.00168,entire home/apt,190,2,0,,0.0,1,0,Medium
27732981,luxury apartment in new york city,133473678,shumin,queens,long island city,40.75118,-73.93646,private room,89,1,0,,0.0,1,0,Budget
27733012,9mins to lga; 28mins to jfk (4),158407820,omar,queens,woodside,40.75391,-73.90256,private room,53,2,23,2019-06-10,2.15,5,156,Budget
27733464,beautiful shared place in manhattan,209386156,abraham,manhattan,east harlem,40.79884,-73.9424,shared room,49,2,25,2019-05-09,2.31,9,12,Budget
27733542,spacious room in awesome bushwick townhouse,6591232,sebastien,brooklyn,bushwick,40.69194,-73.92352,private room,40,3,1,2018-08-29,0.1,1,0,Budget
27734811,luxurious apartment in the best location,3048319,carlos,manhattan,hell's kitchen,40.76209,-73.99875,entire home/apt,300,2,12,2019-06-03,1.14,2,2,Luxury
27735126,cozy shared place by central park manhattan,209386156,abraham,manhattan,east harlem,40.80033,-73.94201,shared room,49,2,60,2019-06-22,5.54,9,109,Budget
27735315,the luxury east new york,78485066,corie,brooklyn,east new york,40.66526,-73.8937,entire home/apt,124,2,34,2019-06-04,3.59,2,273,Medium
27735701,beautiful cozy apt in manhattan,209386156,abraham,manhattan,east harlem,40.80033,-73.941,shared room,60,2,28,2019-06-10,2.58,9,120,Budget
27735744,☆ secret hideaway - blocks from times square!,209405908,louis,manhattan,hell's kitchen,40.75658,-73.99568,private room,100,1,41,2019-06-18,3.8,3,64,Medium
27736075,welcome to the secret oasis in williamsburg,84063956,astrid,brooklyn,williamsburg,40.70908,-73.95006,private room,78,1,32,2019-06-17,3.19,1,30,Budget
27736140,spacious home in quiet forest hills,209406241,sumeet,queens,forest hills,40.71799,-73.85695,entire home/apt,300,1,0,,0.0,1,0,Luxury
27736749,☆ manhattan's retreat - blocks from times square!,209405908,louis,manhattan,hell's kitchen,40.75655,-73.99535,private room,90,1,44,2019-07-04,4.07,3,36,Budget
27737158,☆ 2 bedroom apartment - minutes from times square!,209405908,louis,manhattan,hell's kitchen,40.75611,-73.9937,entire home/apt,180,1,41,2019-07-01,4.73,3,30,Medium
27744041,entire new york apartment. 2 bedrooms,98260543,ley,manhattan,upper east side,40.76938,-73.95212,entire home/apt,300,2,8,2019-06-19,1.06,3,62,Luxury
27746387,gorgeous bright spacious loft apt in brooklyn,27780735,susan,brooklyn,bushwick,40.69815,-73.92841,entire home/apt,110,1,2,2018-12-23,0.19,1,0,Medium
27747288,"modern 3beds/2bedroom apartment, 5min time square.",45578040,ryan,manhattan,hell's kitchen,40.76457,-73.98766,entire home/apt,269,1,18,2019-06-25,1.67,2,55,Luxury
27748069,nyc narnia room walking distance to central park!,4233057,hajah,manhattan,east harlem,40.79709,-73.93586,private room,61,3,8,2019-04-22,0.85,3,95,Budget
27749038,private bedroom in upper east side,180212824,samet,manhattan,upper east side,40.76517,-73.95669,private room,99,1,7,2018-12-12,0.74,5,0,Budget
27751020,"bedroom in brooklyn apt, close to prospect park!",74569188,luz carime,brooklyn,flatbush,40.64815,-73.96862,private room,60,2,3,2018-11-06,0.32,1,0,Budget
27752128,sofa bed and breakfast,205706382,peter,queens,maspeth,40.72514,-73.89845,shared room,11,1,0,,0.0,1,245,Budget
27752788,bright and spacious apt in the heart of manhattan,22072708,mk,manhattan,midtown,40.74264,-73.98361,entire home/apt,199,3,14,2019-06-17,1.33,1,3,Medium
27753677,private bedroom free parking 10 min to manhattan,11365400,rojé,queens,long island city,40.73674,-73.92973,private room,75,1,91,2019-06-30,8.56,2,0,Budget
27754177,west village dream location room,12926593,catarina,manhattan,west village,40.73202,-74.00348,private room,150,2,2,2019-06-30,0.21,3,56,Medium
27754773,spacious room in the heart of manhattan,209549523,mariluz,manhattan,midtown,40.74863,-73.98291,private room,150,1,59,2019-06-21,6.04,3,0,Medium
27756639,comfortable place with dimple,209306758,harriet,bronx,baychester,40.8773,-73.84329,private room,53,3,12,2019-06-14,1.2,2,356,Budget
27758379,"spacious, quiet apt- heart of west village",52889401,teen,manhattan,west village,40.73223,-74.00499,entire home/apt,290,2,9,2019-04-28,0.87,1,41,Luxury
27758562,large private room next to the empire state,209549523,mariluz,manhattan,midtown,40.74906,-73.98454,private room,135,1,70,2019-06-16,7.24,3,0,Medium
27759146,cozy corner near empire state building,209549523,mariluz,manhattan,midtown,40.74858,-73.98341,shared room,62,1,112,2019-06-13,10.77,3,0,Budget
27760207,"bright, airy west village retreat!great location!",23463422,amit,manhattan,west village,40.73384,-74.00011,entire home/apt,175,3,7,2019-01-01,0.7,1,0,Medium
27760799,christina’s home,209372017,christina,bronx,bronxdale,40.8546,-73.86785,private room,50,1,24,2019-06-27,2.24,1,163,Budget
27761683,"clean cozy room, queens-5 min walk to subway (r/m)",199524563,bei,queens,rego park,40.72678,-73.86218,private room,55,2,25,2019-06-22,2.37,3,38,Budget
27762497,*nyc central park* entire floor with great privacy,205390315,yu,manhattan,upper west side,40.79689,-73.96289,entire home/apt,149,3,32,2019-06-22,3.07,1,96,Medium
27763793,hell’s kitchen apartment,15485954,bryan,manhattan,hell's kitchen,40.76315,-73.99235,entire home/apt,200,1,29,2019-04-01,2.79,1,0,Medium
27770423,cosy manor on menahan,3566012,salar,brooklyn,bushwick,40.69546,-73.91477,private room,38,7,0,,0.0,1,40,Budget
27773847,perfect nyc hell’s kitchen duplex apartment!,129263359,ashley,manhattan,hell's kitchen,40.76398,-73.99087,entire home/apt,250,2,1,2019-04-21,0.38,1,9,Luxury
27774442,huge industrial chic williamsburg 1 bdrm w/rooftop,24399066,rachel,brooklyn,williamsburg,40.72018,-73.9573,entire home/apt,185,1,20,2019-06-09,1.89,1,44,Medium
27774740,entire garden apartment in brownstone,60928518,evelyn,brooklyn,carroll gardens,40.67982,-74.00038,entire home/apt,185,2,25,2019-06-19,2.42,1,17,Medium
27775893,midtown studio,209719391,laura,manhattan,midtown,40.74752,-73.98679,entire home/apt,140,3,28,2019-07-01,2.71,1,333,Medium
27776337,apartment for transient guest!,209121939,linda,manhattan,harlem,40.81942,-73.94068,private room,45,1,14,2019-06-22,1.34,2,128,Budget
27779367,unique apartment in park slope,5744362,boer,brooklyn,park slope,40.6779,-73.97991,private room,150,1,1,2018-09-09,0.1,1,276,Medium
27779997,"private room midtown park avenue, steal!",209758777,isabel,manhattan,midtown,40.74631,-73.98502,private room,145,1,53,2019-06-24,7.61,2,5,Medium
27781325,"private house in queens, 10 minutes from jfk.",4668357,angie,queens,jamaica,40.68479,-73.77606,entire home/apt,125,1,2,2018-10-28,0.22,1,0,Medium
27781833,"queens apt (bedroom w balcony), close to subway",134170699,rafa' s,queens,elmhurst,40.73603,-73.87845,private room,70,2,25,2019-07-07,2.31,2,177,Budget
27782761,best of both world  city and safety easy to get,15486514,nathan,bronx,parkchester,40.83581,-73.85864,private room,65,2,3,2018-12-02,0.29,2,0,Budget
27782948,private room in trendy williamsburg,20448671,kandi,brooklyn,williamsburg,40.7098,-73.9418,private room,66,2,6,2019-01-02,0.66,3,173,Budget
27783586,williamsburg nest with private bathroom,20448671,kandi,brooklyn,williamsburg,40.70755,-73.94377,private room,65,2,22,2019-06-29,2.25,3,173,Budget
27783611,lovely place for traveler,201015598,anchor,brooklyn,bedford-stuyvesant,40.69089,-73.93912,shared room,31,1,33,2019-06-23,3.08,17,85,Budget
27784070,room 4 -sunny cozy room in historic victorian home,173362161,elizabeth,brooklyn,flatbush,40.64408,-73.96979,private room,55,2,28,2019-06-23,2.64,6,68,Budget
27784090,large williamsburg room with private deck,20448671,kandi,brooklyn,williamsburg,40.70936,-73.9437,private room,75,2,16,2019-02-24,1.55,3,215,Budget
